samsung,ksp,bond,memory,smartphone
58700,2358,1.479,2295.56,651
59000,2365.899902,1.531,2281.09,651.7
59900,2386.939941,1.533,2328.84,658.2
59700,2391.959961,1.544,2356.16,661.1
60400,2403.72998,1.553,2433.48,677.6
60900,2403.149902,1.529,2430.13,674.4
60900,2380.47998,1.513,2417.2,673.5
60000,2361.209961,1.482,2411.13,669.5
59500,2341.530029,1.489,2399.76,664.1
60000,2346.73999,1.441,2385.85,662.4
60900,2358.409912,1.461,2385.82,665.8
60900,2370.860107,1.524,2367.26,669
60100,2355.050049,1.508,2370.45,665.2
60200,2360.810059,1.494,2360.23,665.5
60400,2343.909912,1.483,2308.45,661.2
59800,2330.840088,1.502,2300.91,660
59000,2345.26001,1.498,2222.98,647.3
58100,2326.669922,1.529,2283.65,650.8
56600,2267.149902,1.542,2246.15,638
57400,2300.159912,1.604,2260.07,641.8
58800,2343.310059,1.606,2302.73,650.4
58500,2357.320068,1.572,2384.22,661.6
60300,2413.790039,1.527,2489.16,680.4
60100,2416.5,1.558,2529.27,685.5
60200,2447.199951,1.568,2497.59,684.3
60200,2452.830078,1.621,2422.33,675
61300,2485.870117,1.658,2511.24,683.4
61000,2475.620117,1.651,2478.43,681.3
63200,2493.870117,1.627,2508.82,688.7
66300,2543.030029,1.624,2570.98,700.4
65700,2539.149902,1.619,2548.96,695
64800,2545.639893,1.602,2530.59,695
64600,2547.419922,1.602,2570.22,697.3
64700,2553.5,1.605,2555.5,699.2
67500,2602.590088,1.581,2595.25,704.9
67700,2617.76001,1.6,2609.01,708.6
66600,2601.540039,1.627,2600.24,710.9
68000,2625.909912,1.657,2600.24,712.1
68200,2633.449951,1.642,2631.56,719.6
66700,2591.340088,1.657,2663.49,715.1
67800,2634.25,1.651,2709.73,725.4
69500,2675.899902,1.675,2716.35,728.2
69700,2696.219971,1.672,2716.15,732.8
71500,2731.449951,1.65,2793.03,739.9
72900,2745.439941,1.647,2806.61,741.2
71700,2700.929932,1.642,2816.27,746.5
73900,2755.469971,1.659,2734.77,740.7
73200,2745.810059,1.654,2733.67,741
